"Step","fresh-energy-8 - train/router_loss","fresh-energy-8 - train/router_loss__MIN","fresh-energy-8 - train/router_loss__MAX"
"58","2.06610107421875","2.06610107421875","2.06610107421875"
"59","2.0947265625","2.0947265625","2.0947265625"
"60","2.0888671875","2.0888671875","2.0888671875"
"61","2.11328125","2.11328125","2.11328125"
"62","2.11181640625","2.11181640625","2.11181640625"
"63","2.0809326171875","2.0809326171875","2.0809326171875"
"64","2.0765380859375","2.0765380859375","2.0765380859375"
"65","2.039306640625","2.039306640625","2.039306640625"
"66","2.04534912109375","2.04534912109375","2.04534912109375"
"67","2.0816650390625","2.0816650390625","2.0816650390625"
"68","2.069091796875","2.069091796875","2.069091796875"
"69","2.13140869140625","2.13140869140625","2.13140869140625"
"70","2.11273193359375","2.11273193359375","2.11273193359375"
"71","2.0557861328125","2.0557861328125","2.0557861328125"
"72","2.1170654296875","2.1170654296875","2.1170654296875"
"73","2.0921630859375","2.0921630859375","2.0921630859375"
"74","2.03009033203125","2.03009033203125","2.03009033203125"
"75","2.09027099609375","2.09027099609375","2.09027099609375"
"76","2.07330322265625","2.07330322265625","2.07330322265625"
"77","2.0938720703125","2.0938720703125","2.0938720703125"
"78","2.06756591796875","2.06756591796875","2.06756591796875"
"79","2.0478515625","2.0478515625","2.0478515625"
"80","2.100341796875","2.100341796875","2.100341796875"
"81","2.08203125","2.08203125","2.08203125"
"82","2.03125","2.03125","2.03125"
"83","2.07666015625","2.07666015625","2.07666015625"
"84","2.06817626953125","2.06817626953125","2.06817626953125"
"85","2.04742431640625","2.04742431640625","2.04742431640625"
"86","2.09100341796875","2.09100341796875","2.09100341796875"
"87","2.0953369140625","2.0953369140625","2.0953369140625"
"88","2.06927490234375","2.06927490234375","2.06927490234375"
"89","2.08544921875","2.08544921875","2.08544921875"
"90","2.092529296875","2.092529296875","2.092529296875"
"91","2.09967041015625","2.09967041015625","2.09967041015625"
"92","2.0472412109375","2.0472412109375","2.0472412109375"
"93","2.10333251953125","2.10333251953125","2.10333251953125"
"94","2.09136962890625","2.09136962890625","2.09136962890625"
"95","2.08935546875","2.08935546875","2.08935546875"
"96","2.00201416015625","2.00201416015625","2.00201416015625"
"97","2.15057373046875","2.15057373046875","2.15057373046875"
"98","2.0638427734375","2.0638427734375","2.0638427734375"
"99","2.06707763671875","2.06707763671875","2.06707763671875"
"100","2.10662841796875","2.10662841796875","2.10662841796875"
"101","2.09393310546875","2.09393310546875","2.09393310546875"
"102","2.111572265625","2.111572265625","2.111572265625"
"103","2.0762939453125","2.0762939453125","2.0762939453125"
"104","2.1016845703125","2.1016845703125","2.1016845703125"
"105","2.0677490234375","2.0677490234375","2.0677490234375"
"106","2.10418701171875","2.10418701171875","2.10418701171875"
"107","2.115478515625","2.115478515625","2.115478515625"
"108","2.08367919921875","2.08367919921875","2.08367919921875"
"109","2.1239013671875","2.1239013671875","2.1239013671875"
"110","2.13916015625","2.13916015625","2.13916015625"
"111","2.14178466796875","2.14178466796875","2.14178466796875"
"112","2.0982666015625","2.0982666015625","2.0982666015625"
"113","2.0966796875","2.0966796875","2.0966796875"
"114","2.0960693359375","2.0960693359375","2.0960693359375"
"115","2.065185546875","2.065185546875","2.065185546875"
"116","2.07269287109375","2.07269287109375","2.07269287109375"
"117","2.0869140625","2.0869140625","2.0869140625"
"118","2.09747314453125","2.09747314453125","2.09747314453125"
"119","2.09002685546875","2.09002685546875","2.09002685546875"
"120","2.07122802734375","2.07122802734375","2.07122802734375"
"121","2.1177978515625","2.1177978515625","2.1177978515625"
"122","2.1007080078125","2.1007080078125","2.1007080078125"
"123","2.046142578125","2.046142578125","2.046142578125"
"124","2.08721923828125","2.08721923828125","2.08721923828125"
"125","2.13201904296875","2.13201904296875","2.13201904296875"
"126","2.08782958984375","2.08782958984375","2.08782958984375"
"127","2.08978271484375","2.08978271484375","2.08978271484375"
"128","2.1075439453125","2.1075439453125","2.1075439453125"
"129","2.091064453125","2.091064453125","2.091064453125"
"130","2.16162109375","2.16162109375","2.16162109375"
"131","2.07684326171875","2.07684326171875","2.07684326171875"
"132","2.0777587890625","2.0777587890625","2.0777587890625"
"133","2.14984130859375","2.14984130859375","2.14984130859375"
"134","2.0887451171875","2.0887451171875","2.0887451171875"
"135","2.15582275390625","2.15582275390625","2.15582275390625"
"136","2.15045166015625","2.15045166015625","2.15045166015625"
"137","2.032958984375","2.032958984375","2.032958984375"
"138","2.1182861328125","2.1182861328125","2.1182861328125"
"139","2.06622314453125","2.06622314453125","2.06622314453125"
"140","2.09112548828125","2.09112548828125","2.09112548828125"
"141","2.0703125","2.0703125","2.0703125"
"142","2.120849609375","2.120849609375","2.120849609375"
"143","2.050537109375","2.050537109375","2.050537109375"
"144","2.05712890625","2.05712890625","2.05712890625"
"145","2.08270263671875","2.08270263671875","2.08270263671875"
"146","2.08099365234375","2.08099365234375","2.08099365234375"
"147","2.0550537109375","2.0550537109375","2.0550537109375"
"148","2.09124755859375","2.09124755859375","2.09124755859375"
"149","2.110107421875","2.110107421875","2.110107421875"
"150","2.09814453125","2.09814453125","2.09814453125"
"151","2.08642578125","2.08642578125","2.08642578125"
"152","2.1180419921875","2.1180419921875","2.1180419921875"
"153","2.06756591796875","2.06756591796875","2.06756591796875"
"154","2.07916259765625","2.07916259765625","2.07916259765625"
"155","2.10430908203125","2.10430908203125","2.10430908203125"
"156","2.09454345703125","2.09454345703125","2.09454345703125"
"157","2.11431884765625","2.11431884765625","2.11431884765625"
"158","2.09033203125","2.09033203125","2.09033203125"
"159","2.119140625","2.119140625","2.119140625"
"160","2.1123046875","2.1123046875","2.1123046875"
"161","2.06591796875","2.06591796875","2.06591796875"
"162","2.0902099609375","2.0902099609375","2.0902099609375"
"163","2.08465576171875","2.08465576171875","2.08465576171875"
"164","2.08819580078125","2.08819580078125","2.08819580078125"
"165","2.122802734375","2.122802734375","2.122802734375"
"166","2.0660400390625","2.0660400390625","2.0660400390625"
"167","2.1490478515625","2.1490478515625","2.1490478515625"
"168","2.13604736328125","2.13604736328125","2.13604736328125"
"169","2.109130859375","2.109130859375","2.109130859375"
"170","2.0179443359375","2.0179443359375","2.0179443359375"
"171","2.14599609375","2.14599609375","2.14599609375"
"172","2.2010498046875","2.2010498046875","2.2010498046875"
"173","2.01812744140625","2.01812744140625","2.01812744140625"
"174","2.070556640625","2.070556640625","2.070556640625"
"175","2.189453125","2.189453125","2.189453125"
"176","2.19793701171875","2.19793701171875","2.19793701171875"
"177","2.05560302734375","2.05560302734375","2.05560302734375"
"178","2.15582275390625","2.15582275390625","2.15582275390625"
"179","2.1080322265625","2.1080322265625","2.1080322265625"
"180","2.09649658203125","2.09649658203125","2.09649658203125"
"181","2.0885009765625","2.0885009765625","2.0885009765625"
"182","2.08648681640625","2.08648681640625","2.08648681640625"
"183","2.1070556640625","2.1070556640625","2.1070556640625"
"184","2.09417724609375","2.09417724609375","2.09417724609375"
"185","2.1160888671875","2.1160888671875","2.1160888671875"
"186","2.0501708984375","2.0501708984375","2.0501708984375"
"187","2.13861083984375","2.13861083984375","2.13861083984375"
"188","2.0753173828125","2.0753173828125","2.0753173828125"
"189","2.18121337890625","2.18121337890625","2.18121337890625"
"190","2.0732421875","2.0732421875","2.0732421875"
"191","2.08612060546875","2.08612060546875","2.08612060546875"
"192","2.0118408203125","2.0118408203125","2.0118408203125"
"193","2.12725830078125","2.12725830078125","2.12725830078125"
"194","2.04583740234375","2.04583740234375","2.04583740234375"
"195","2.03656005859375","2.03656005859375","2.03656005859375"
"196","2.07659912109375","2.07659912109375","2.07659912109375"
"197","2.11663818359375","2.11663818359375","2.11663818359375"
"198","2.1778564453125","2.1778564453125","2.1778564453125"
"199","1.98114013671875","1.98114013671875","1.98114013671875"
"200","2.122314453125","2.122314453125","2.122314453125"
"201","2.11065673828125","2.11065673828125","2.11065673828125"
"202","2.0545654296875","2.0545654296875","2.0545654296875"
"203","2.11578369140625","2.11578369140625","2.11578369140625"
"204","2.0799560546875","2.0799560546875","2.0799560546875"
"205","2.12664794921875","2.12664794921875","2.12664794921875"
"206","2.09881591796875","2.09881591796875","2.09881591796875"
"207","2.131591796875","2.131591796875","2.131591796875"
"208","2.03570556640625","2.03570556640625","2.03570556640625"
"209","2.05322265625","2.05322265625","2.05322265625"
"210","2.10333251953125","2.10333251953125","2.10333251953125"
"211","2.0814208984375","2.0814208984375","2.0814208984375"
"212","2.0914306640625","2.0914306640625","2.0914306640625"
"213","2.15118408203125","2.15118408203125","2.15118408203125"
"214","2.101318359375","2.101318359375","2.101318359375"
"215","2.0699462890625","2.0699462890625","2.0699462890625"
"216","2.0550537109375","2.0550537109375","2.0550537109375"
"217","2.042724609375","2.042724609375","2.042724609375"
"218","2.0823974609375","2.0823974609375","2.0823974609375"
"219","2.061279296875","2.061279296875","2.061279296875"
"220","2.07293701171875","2.07293701171875","2.07293701171875"
"221","2.09912109375","2.09912109375","2.09912109375"
"222","2.11407470703125","2.11407470703125","2.11407470703125"
"223","2.073974609375","2.073974609375","2.073974609375"
"224","2.060546875","2.060546875","2.060546875"
"225","2.105224609375","2.105224609375","2.105224609375"
"226","2.03692626953125","2.03692626953125","2.03692626953125"
"227","2.1015625","2.1015625","2.1015625"
"228","2.06964111328125","2.06964111328125","2.06964111328125"
"229","2.0704345703125","2.0704345703125","2.0704345703125"
"230","2.10028076171875","2.10028076171875","2.10028076171875"
"231","2.07208251953125","2.07208251953125","2.07208251953125"
"232","2.076171875","2.076171875","2.076171875"
"233","2.05401611328125","2.05401611328125","2.05401611328125"
"234","2.0924072265625","2.0924072265625","2.0924072265625"
"235","2.0479736328125","2.0479736328125","2.0479736328125"
"236","2.09234619140625","2.09234619140625","2.09234619140625"
"237","2.1480712890625","2.1480712890625","2.1480712890625"
"238","2.1075439453125","2.1075439453125","2.1075439453125"
"239","2.07421875","2.07421875","2.07421875"
"240","2.13427734375","2.13427734375","2.13427734375"
"241","2.1292724609375","2.1292724609375","2.1292724609375"
"242","2.02679443359375","2.02679443359375","2.02679443359375"
"243","2.0567626953125","2.0567626953125","2.0567626953125"
"244","2.09783935546875","2.09783935546875","2.09783935546875"
"245","2.11932373046875","2.11932373046875","2.11932373046875"
"246","2.09002685546875","2.09002685546875","2.09002685546875"
"247","2.13592529296875","2.13592529296875","2.13592529296875"
"248","2.055908203125","2.055908203125","2.055908203125"
"249","2.19720458984375","2.19720458984375","2.19720458984375"
"250","2.0511474609375","2.0511474609375","2.0511474609375"
"251","2.09454345703125","2.09454345703125","2.09454345703125"
"252","2.154052734375","2.154052734375","2.154052734375"
"253","2.09185791015625","2.09185791015625","2.09185791015625"
"254","2.09136962890625","2.09136962890625","2.09136962890625"
"255","2.0928955078125","2.0928955078125","2.0928955078125"
"256","2.1142578125","2.1142578125","2.1142578125"
"257","2.1351318359375","2.1351318359375","2.1351318359375"
"258","2.083740234375","2.083740234375","2.083740234375"
"259","2.13079833984375","2.13079833984375","2.13079833984375"
"260","2.087890625","2.087890625","2.087890625"
"261","2.149169921875","2.149169921875","2.149169921875"
"262","2.070068359375","2.070068359375","2.070068359375"
"263","2.13824462890625","2.13824462890625","2.13824462890625"
"264","2.11578369140625","2.11578369140625","2.11578369140625"
"265","2.03485107421875","2.03485107421875","2.03485107421875"
"266","2.1502685546875","2.1502685546875","2.1502685546875"
"267","2.0838623046875","2.0838623046875","2.0838623046875"
"268","2.0848388671875","2.0848388671875","2.0848388671875"
"269","2.0994873046875","2.0994873046875","2.0994873046875"
"270","2.09442138671875","2.09442138671875","2.09442138671875"
"271","2.1138916015625","2.1138916015625","2.1138916015625"
"272","2.10137939453125","2.10137939453125","2.10137939453125"
"273","2.100341796875","2.100341796875","2.100341796875"
"274","2.08837890625","2.08837890625","2.08837890625"
"275","2.1046142578125","2.1046142578125","2.1046142578125"
"276","2.120849609375","2.120849609375","2.120849609375"
"277","2.091796875","2.091796875","2.091796875"
"278","2.10931396484375","2.10931396484375","2.10931396484375"
"279","2.11541748046875","2.11541748046875","2.11541748046875"
"280","2.18701171875","2.18701171875","2.18701171875"
"281","2.059814453125","2.059814453125","2.059814453125"
"282","2.0841064453125","2.0841064453125","2.0841064453125"
"283","2.13037109375","2.13037109375","2.13037109375"
"284","2.00506591796875","2.00506591796875","2.00506591796875"
"285","2.21209716796875","2.21209716796875","2.21209716796875"
"286","2.126708984375","2.126708984375","2.126708984375"
"287","2.0184326171875","2.0184326171875","2.0184326171875"
"288","2.1334228515625","2.1334228515625","2.1334228515625"
"289","2.1182861328125","2.1182861328125","2.1182861328125"
"290","2.08642578125","2.08642578125","2.08642578125"
"291","2.1741943359375","2.1741943359375","2.1741943359375"
"292","2.0670166015625","2.0670166015625","2.0670166015625"
"293","2.1153564453125","2.1153564453125","2.1153564453125"
"294","2.17596435546875","2.17596435546875","2.17596435546875"
"295","2.09564208984375","2.09564208984375","2.09564208984375"
"296","2.19012451171875","2.19012451171875","2.19012451171875"
"297","2.12615966796875","2.12615966796875","2.12615966796875"
"298","2.09649658203125","2.09649658203125","2.09649658203125"
"299","2.06011962890625","2.06011962890625","2.06011962890625"
"300","2.0421142578125","2.0421142578125","2.0421142578125"
"301","2.07806396484375","2.07806396484375","2.07806396484375"
"302","2.1162109375","2.1162109375","2.1162109375"
"303","2.10577392578125","2.10577392578125","2.10577392578125"
"304","2.0614013671875","2.0614013671875","2.0614013671875"
"305","2.0269775390625","2.0269775390625","2.0269775390625"
"306","2.144775390625","2.144775390625","2.144775390625"
"307","2.046142578125","2.046142578125","2.046142578125"
"308","2.0537109375","2.0537109375","2.0537109375"
"309","2.08465576171875","2.08465576171875","2.08465576171875"
"310","2.0843505859375","2.0843505859375","2.0843505859375"
"311","2.12689208984375","2.12689208984375","2.12689208984375"
"312","2.12542724609375","2.12542724609375","2.12542724609375"
"313","2.0604248046875","2.0604248046875","2.0604248046875"
"314","2.08935546875","2.08935546875","2.08935546875"
"315","2.0517578125","2.0517578125","2.0517578125"
"316","2.09063720703125","2.09063720703125","2.09063720703125"
"317","2.09173583984375","2.09173583984375","2.09173583984375"
"318","2.079833984375","2.079833984375","2.079833984375"
"319","2.0772705078125","2.0772705078125","2.0772705078125"
"320","2.08984375","2.08984375","2.08984375"
"321","2.1044921875","2.1044921875","2.1044921875"
"322","2.10418701171875","2.10418701171875","2.10418701171875"
"323","2.0924072265625","2.0924072265625","2.0924072265625"
"324","2.1202392578125","2.1202392578125","2.1202392578125"
"325","2.06121826171875","2.06121826171875","2.06121826171875"
"326","2.0914306640625","2.0914306640625","2.0914306640625"
"327","2.0826416015625","2.0826416015625","2.0826416015625"
"328","2.04302978515625","2.04302978515625","2.04302978515625"
"329","2.1654052734375","2.1654052734375","2.1654052734375"
"330","2.118408203125","2.118408203125","2.118408203125"
"331","2.0914306640625","2.0914306640625","2.0914306640625"
"332","2.10137939453125","2.10137939453125","2.10137939453125"
"333","2.0880126953125","2.0880126953125","2.0880126953125"
"334","2.0853271484375","2.0853271484375","2.0853271484375"
"335","2.09185791015625","2.09185791015625","2.09185791015625"
"336","2.08038330078125","2.08038330078125","2.08038330078125"
"337","2.085205078125","2.085205078125","2.085205078125"
"338","2.07086181640625","2.07086181640625","2.07086181640625"
"339","2.10052490234375","2.10052490234375","2.10052490234375"
"340","2.1002197265625","2.1002197265625","2.1002197265625"
"341","2.0853271484375","2.0853271484375","2.0853271484375"
"342","2.1539306640625","2.1539306640625","2.1539306640625"
"343","2.09625244140625","2.09625244140625","2.09625244140625"
"344","2.1199951171875","2.1199951171875","2.1199951171875"
"345","2.01953125","2.01953125","2.01953125"
"346","2.17388916015625","2.17388916015625","2.17388916015625"
"347","2.1943359375","2.1943359375","2.1943359375"
"348","2.06573486328125","2.06573486328125","2.06573486328125"
"349","2.12738037109375","2.12738037109375","2.12738037109375"
"350","2.1236572265625","2.1236572265625","2.1236572265625"
"351","2.04486083984375","2.04486083984375","2.04486083984375"
"352","2.03515625","2.03515625","2.03515625"
"353","2.04351806640625","2.04351806640625","2.04351806640625"
"354","2.08734130859375","2.08734130859375","2.08734130859375"
"355","2.05792236328125","2.05792236328125","2.05792236328125"
"356","2.02362060546875","2.02362060546875","2.02362060546875"
"357","2.0908203125","2.0908203125","2.0908203125"
"358","2.02557373046875","2.02557373046875","2.02557373046875"
"359","2.1214599609375","2.1214599609375","2.1214599609375"
"360","2.07476806640625","2.07476806640625","2.07476806640625"
"361","2.123779296875","2.123779296875","2.123779296875"
"362","2.15179443359375","2.15179443359375","2.15179443359375"
"363","2.142822265625","2.142822265625","2.142822265625"
"364","2.12579345703125","2.12579345703125","2.12579345703125"
"365","2.1270751953125","2.1270751953125","2.1270751953125"
"366","2.1536865234375","2.1536865234375","2.1536865234375"
"367","2.11077880859375","2.11077880859375","2.11077880859375"
"368","2.10919189453125","2.10919189453125","2.10919189453125"
"369","2.03277587890625","2.03277587890625","2.03277587890625"
"370","2.089599609375","2.089599609375","2.089599609375"
"371","2.10546875","2.10546875","2.10546875"
"372","2.11328125","2.11328125","2.11328125"
"373","2.10577392578125","2.10577392578125","2.10577392578125"
"374","2.12603759765625","2.12603759765625","2.12603759765625"
"375","2.08953857421875","2.08953857421875","2.08953857421875"
"376","2.04913330078125","2.04913330078125","2.04913330078125"
"377","2.036376953125","2.036376953125","2.036376953125"
"378","2.0938720703125","2.0938720703125","2.0938720703125"
"379","2.142333984375","2.142333984375","2.142333984375"
"380","2.10894775390625","2.10894775390625","2.10894775390625"
"381","2.0711669921875","2.0711669921875","2.0711669921875"
"382","2.02947998046875","2.02947998046875","2.02947998046875"
"383","2.05657958984375","2.05657958984375","2.05657958984375"
"384","2.08697509765625","2.08697509765625","2.08697509765625"
"385","2.1116943359375","2.1116943359375","2.1116943359375"
"386","1.996826171875","1.996826171875","1.996826171875"
"387","2.01361083984375","2.01361083984375","2.01361083984375"
"388","2.085693359375","2.085693359375","2.085693359375"
"389","2.1015625","2.1015625","2.1015625"
"390","2.10772705078125","2.10772705078125","2.10772705078125"
"391","2.072021484375","2.072021484375","2.072021484375"
"392","2.0775146484375","2.0775146484375","2.0775146484375"
"393","2.0758056640625","2.0758056640625","2.0758056640625"
"394","2.1060791015625","2.1060791015625","2.1060791015625"
"395","2.103271484375","2.103271484375","2.103271484375"
"396","2.07373046875","2.07373046875","2.07373046875"
"397","2.0745849609375","2.0745849609375","2.0745849609375"
"398","2.102783203125","2.102783203125","2.102783203125"
"399","2.02398681640625","2.02398681640625","2.02398681640625"
"400","2.11712646484375","2.11712646484375","2.11712646484375"
"401","2.0546875","2.0546875","2.0546875"
"402","2.07684326171875","2.07684326171875","2.07684326171875"
"403","2.12066650390625","2.12066650390625","2.12066650390625"
"404","2.13970947265625","2.13970947265625","2.13970947265625"
"405","2.0693359375","2.0693359375","2.0693359375"
"406","2.09552001953125","2.09552001953125","2.09552001953125"
"407","2.087646484375","2.087646484375","2.087646484375"
"408","2.078857421875","2.078857421875","2.078857421875"
"409","2.10308837890625","2.10308837890625","2.10308837890625"
"410","2.01898193359375","2.01898193359375","2.01898193359375"
"411","2.0394287109375","2.0394287109375","2.0394287109375"
"412","2.1075439453125","2.1075439453125","2.1075439453125"
"413","2.153564453125","2.153564453125","2.153564453125"
