"Step","fresh-energy-8 - train/total_loss","fresh-energy-8 - train/total_loss__MIN","fresh-energy-8 - train/total_loss__MAX"
"111","2.215667240321636","2.215667240321636","2.215667240321636"
"112","2.173834301531315","2.173834301531315","2.173834301531315"
"113","2.168774276971817","2.168774276971817","2.168774276971817"
"114","2.1701753810048103","2.1701753810048103","2.1701753810048103"
"115","2.1276638135313988","2.1276638135313988","2.1276638135313988"
"116","2.1396597772836685","2.1396597772836685","2.1396597772836685"
"117","2.14271592348814","2.14271592348814","2.14271592348814"
"118","2.1612557023763657","2.1612557023763657","2.1612557023763657"
"119","2.1597252041101456","2.1597252041101456","2.1597252041101456"
"120","2.1446400582790375","2.1446400582790375","2.1446400582790375"
"121","2.1836055666208267","2.1836055666208267","2.1836055666208267"
"122","2.172296889126301","2.172296889126301","2.172296889126301"
"123","2.109839767217636","2.109839767217636","2.109839767217636"
"124","2.153424471616745","2.153424471616745","2.153424471616745"
"125","2.195598393678665","2.195598393678665","2.195598393678665"
"126","2.1496020928025246","2.1496020928025246","2.1496020928025246"
"127","2.1515517607331276","2.1515517607331276","2.1515517607331276"
"128","2.174935519695282","2.174935519695282","2.174935519695282"
"129","2.1565087735652924","2.1565087735652924","2.1565087735652924"
"130","2.2293137833476067","2.2293137833476067","2.2293137833476067"
"131","2.1425029933452606","2.1425029933452606","2.1425029933452606"
"132","2.1508291959762573","2.1508291959762573","2.1508291959762573"
"133","2.221971482038498","2.221971482038498","2.221971482038498"
"134","2.1482426300644875","2.1482426300644875","2.1482426300644875"
"135","2.213486935943365","2.213486935943365","2.213486935943365"
"136","2.218712568283081","2.218712568283081","2.218712568283081"
"137","2.1032050028443336","2.1032050028443336","2.1032050028443336"
"138","2.175938032567501","2.175938032567501","2.175938032567501"
"139","2.1354114711284637","2.1354114711284637","2.1354114711284637"
"140","2.1523671336472034","2.1523671336472034","2.1523671336472034"
"141","2.136327803134918","2.136327803134918","2.136327803134918"
"142","2.185453101992607","2.185453101992607","2.185453101992607"
"143","2.122929185628891","2.122929185628891","2.122929185628891"
"144","2.117234520614147","2.117234520614147","2.117234520614147"
"145","2.1399671025574207","2.1399671025574207","2.1399671025574207"
"146","2.1407627165317535","2.1407627165317535","2.1407627165317535"
"147","2.1280000805854797","2.1280000805854797","2.1280000805854797"
"148","2.1425355710089207","2.1425355710089207","2.1425355710089207"
"149","2.1847843527793884","2.1847843527793884","2.1847843527793884"
"150","2.1644119769334793","2.1644119769334793","2.1644119769334793"
"151","2.1422520354390144","2.1422520354390144","2.1422520354390144"
"152","2.1839374601840973","2.1839374601840973","2.1839374601840973"
"153","2.1263068802654743","2.1263068802654743","2.1263068802654743"
"154","2.1492968052625656","2.1492968052625656","2.1492968052625656"
"155","2.1664274595677853","2.1664274595677853","2.1664274595677853"
"156","2.1632180511951447","2.1632180511951447","2.1632180511951447"
"157","2.1840035915374756","2.1840035915374756","2.1840035915374756"
"158","2.1512730829417706","2.1512730829417706","2.1512730829417706"
"159","2.1892195343971252","2.1892195343971252","2.1892195343971252"
"160","2.1776469200849533","2.1776469200849533","2.1776469200849533"
"161","2.124011419713497","2.124011419713497","2.124011419713497"
"162","2.155188113451004","2.155188113451004","2.155188113451004"
"163","2.147902548313141","2.147902548313141","2.147902548313141"
"164","2.154795728623867","2.154795728623867","2.154795728623867"
"165","2.191283941268921","2.191283941268921","2.191283941268921"
"166","2.1402464509010315","2.1402464509010315","2.1402464509010315"
"167","2.216532379388809","2.216532379388809","2.216532379388809"
"168","2.2023263722658157","2.2023263722658157","2.2023263722658157"
"169","2.1751259565353394","2.1751259565353394","2.1751259565353394"
"170","2.0781166777014732","2.0781166777014732","2.0781166777014732"
"171","2.2183793261647224","2.2183793261647224","2.2183793261647224"
"172","2.264612451195717","2.264612451195717","2.264612451195717"
"173","2.0786013081669807","2.0786013081669807","2.0786013081669807"
"174","2.1411047726869583","2.1411047726869583","2.1411047726869583"
"175","2.2580506503582","2.2580506503582","2.2580506503582"
"176","2.2618062123656273","2.2618062123656273","2.2618062123656273"
"177","2.115190453827381","2.115190453827381","2.115190453827381"
"178","2.2245375216007233","2.2245375216007233","2.2245375216007233"
"179","2.1800333857536316","2.1800333857536316","2.1800333857536316"
"180","2.153663232922554","2.153663232922554","2.153663232922554"
"181","2.1567782685160637","2.1567782685160637","2.1567782685160637"
"182","2.1512235924601555","2.1512235924601555","2.1512235924601555"
"183","2.1748083978891373","2.1748083978891373","2.1748083978891373"
"184","2.156825989484787","2.156825989484787","2.156825989484787"
"185","2.176333986222744","2.176333986222744","2.176333986222744"
"186","2.109543029218912","2.109543029218912","2.109543029218912"
"187","2.207679755985737","2.207679755985737","2.207679755985737"
"188","2.1346650645136833","2.1346650645136833","2.1346650645136833"
"189","2.2458756789565086","2.2458756789565086","2.2458756789565086"
"190","2.133476037532091","2.133476037532091","2.133476037532091"
"191","2.1538946256041527","2.1538946256041527","2.1538946256041527"
"192","2.0862024798989296","2.0862024798989296","2.0862024798989296"
"193","2.188445683568716","2.188445683568716","2.188445683568716"
"194","2.114337921142578","2.114337921142578","2.114337921142578"
"195","2.0985781997442245","2.0985781997442245","2.0985781997442245"
"196","2.1378551460802555","2.1378551460802555","2.1378551460802555"
"197","2.1807166934013367","2.1807166934013367","2.1807166934013367"
"198","2.2417957186698914","2.2417957186698914","2.2417957186698914"
"199","2.0470586866140366","2.0470586866140366","2.0470586866140366"
"200","2.187085844576359","2.187085844576359","2.187085844576359"
"201","2.183536618947983","2.183536618947983","2.183536618947983"
"202","2.1105662286281586","2.1105662286281586","2.1105662286281586"
"203","2.1841062009334564","2.1841062009334564","2.1841062009334564"
"204","2.142787739634514","2.142787739634514","2.142787739634514"
"205","2.1924535930156708","2.1924535930156708","2.1924535930156708"
"206","2.156574197113514","2.156574197113514","2.156574197113514"
"207","2.198914647102356","2.198914647102356","2.198914647102356"
"208","2.1079419404268265","2.1079419404268265","2.1079419404268265"
"209","2.1241857409477234","2.1241857409477234","2.1241857409477234"
"210","2.1673867851495743","2.1673867851495743","2.1673867851495743"
"211","2.1469651684165","2.1469651684165","2.1469651684165"
"212","2.157555639743805","2.157555639743805","2.157555639743805"
"213","2.2240000814199448","2.2240000814199448","2.2240000814199448"
"214","2.1635042652487755","2.1635042652487755","2.1635042652487755"
"215","2.1332664787769318","2.1332664787769318","2.1332664787769318"
"216","2.112528830766678","2.112528830766678","2.112528830766678"
"217","2.1144238859415054","2.1144238859415054","2.1144238859415054"
"218","2.148628607392311","2.148628607392311","2.148628607392311"
"219","2.128082737326622","2.128082737326622","2.128082737326622"
"220","2.1367549002170563","2.1367549002170563","2.1367549002170563"
"221","2.1677959263324738","2.1677959263324738","2.1677959263324738"
"222","2.1762316450476646","2.1762316450476646","2.1762316450476646"
"223","2.148122124373913","2.148122124373913","2.148122124373913"
"224","2.122225373983383","2.122225373983383","2.122225373983383"
"225","2.174006000161171","2.174006000161171","2.174006000161171"
"226","2.09913182631135","2.09913182631135","2.09913182631135"
"227","2.169236160814762","2.169236160814762","2.169236160814762"
"228","2.142995670437813","2.142995670437813","2.142995670437813"
"229","2.137612394988537","2.137612394988537","2.137612394988537"
"230","2.1635255739092827","2.1635255739092827","2.1635255739092827"
"231","2.140801288187504","2.140801288187504","2.140801288187504"
"232","2.1399853378534317","2.1399853378534317","2.1399853378534317"
"233","2.1270456090569496","2.1270456090569496","2.1270456090569496"
"234","2.1553118973970413","2.1553118973970413","2.1553118973970413"
"235","2.109407413750887","2.109407413750887","2.109407413750887"
"236","2.15836600959301","2.15836600959301","2.15836600959301"
"237","2.220213256776333","2.220213256776333","2.220213256776333"
"238","2.1768341064453125","2.1768341064453125","2.1768341064453125"
"239","2.137834742665291","2.137834742665291","2.137834742665291"
"240","2.201443761587143","2.201443761587143","2.201443761587143"
"241","2.1978247091174126","2.1978247091174126","2.1978247091174126"
"242","2.0886203721165657","2.0886203721165657","2.0886203721165657"
"243","2.1197910010814667","2.1197910010814667","2.1197910010814667"
"244","2.1571825928986073","2.1571825928986073","2.1571825928986073"
"245","2.179333198815584","2.179333198815584","2.179333198815584"
"246","2.1589821130037308","2.1589821130037308","2.1589821130037308"
"247","2.204188473522663","2.204188473522663","2.204188473522663"
"248","2.123099848628044","2.123099848628044","2.123099848628044"
"249","2.2704051434993744","2.2704051434993744","2.2704051434993744"
"250","2.1080048754811287","2.1080048754811287","2.1080048754811287"
"251","2.1598458290100098","2.1598458290100098","2.1598458290100098"
"252","2.222473584115505","2.222473584115505","2.222473584115505"
"253","2.1601670384407043","2.1601670384407043","2.1601670384407043"
"254","2.158873066306114","2.158873066306114","2.158873066306114"
"255","2.1553795784711838","2.1553795784711838","2.1553795784711838"
"256","2.18319408595562","2.18319408595562","2.18319408595562"
"257","2.2041127383708954","2.2041127383708954","2.2041127383708954"
"258","2.149208463728428","2.149208463728428","2.149208463728428"
"259","2.1901535503566265","2.1901535503566265","2.1901535503566265"
"260","2.1473530679941177","2.1473530679941177","2.1473530679941177"
"261","2.2173752933740616","2.2173752933740616","2.2173752933740616"
"262","2.133222311735153","2.133222311735153","2.133222311735153"
"263","2.2109917998313904","2.2109917998313904","2.2109917998313904"
"264","2.169437225908041","2.169437225908041","2.169437225908041"
"265","2.1038884669542313","2.1038884669542313","2.1038884669542313"
"266","2.2111876979470253","2.2111876979470253","2.2111876979470253"
"267","2.151329718530178","2.151329718530178","2.151329718530178"
"268","2.151480332016945","2.151480332016945","2.151480332016945"
"269","2.1614184379577637","2.1614184379577637","2.1614184379577637"
"270","2.160045847296715","2.160045847296715","2.160045847296715"
"271","2.184130534529686","2.184130534529686","2.184130534529686"
"272","2.1669531017541885","2.1669531017541885","2.1669531017541885"
"273","2.167885050177574","2.167885050177574","2.167885050177574"
"274","2.15504851937294","2.15504851937294","2.15504851937294"
"275","2.1691342294216156","2.1691342294216156","2.1691342294216156"
"276","2.188209652900696","2.188209652900696","2.188209652900696"
"277","2.159812808036804","2.159812808036804","2.159812808036804"
"278","2.172125518321991","2.172125518321991","2.172125518321991"
"279","2.1743612214922905","2.1743612214922905","2.1743612214922905"
"280","2.250737801194191","2.250737801194191","2.250737801194191"
"281","2.122518241405487","2.122518241405487","2.122518241405487"
"282","2.14105623960495","2.14105623960495","2.14105623960495"
"283","2.1972514390945435","2.1972514390945435","2.1972514390945435"
"284","2.069294273853302","2.069294273853302","2.069294273853302"
"285","2.276343896985054","2.276343896985054","2.276343896985054"
"286","2.1854124516248703","2.1854124516248703","2.1854124516248703"
"287","2.0897264629602432","2.0897264629602432","2.0897264629602432"
"288","2.2065360993146896","2.2065360993146896","2.2065360993146896"
"289","2.176263600587845","2.176263600587845","2.176263600587845"
"290","2.1532917469739914","2.1532917469739914","2.1532917469739914"
"291","2.237638086080551","2.237638086080551","2.237638086080551"
"292","2.131259173154831","2.131259173154831","2.131259173154831"
"293","2.1802428364753723","2.1802428364753723","2.1802428364753723"
"294","2.243529036641121","2.243529036641121","2.243529036641121"
"295","2.1652879640460014","2.1652879640460014","2.1652879640460014"
"296","2.2571789026260376","2.2571789026260376","2.2571789026260376"
"297","2.1918485835194588","2.1918485835194588","2.1918485835194588"
"298","2.16034447401762","2.16034447401762","2.16034447401762"
"299","2.1282720416784286","2.1282720416784286","2.1282720416784286"
"300","2.1099115312099457","2.1099115312099457","2.1099115312099457"
"301","2.1503535509109497","2.1503535509109497","2.1503535509109497"
"302","2.189644232392311","2.189644232392311","2.189644232392311"
"303","2.168416365981102","2.168416365981102","2.168416365981102"
"304","2.1285314336419106","2.1285314336419106","2.1285314336419106"
"305","2.096169076859951","2.096169076859951","2.096169076859951"
"306","2.2073614224791527","2.2073614224791527","2.2073614224791527"
"307","2.1083471477031708","2.1083471477031708","2.1083471477031708"
"308","2.1142462119460106","2.1142462119460106","2.1142462119460106"
"309","2.144213706254959","2.144213706254959","2.144213706254959"
"310","2.153237283229828","2.153237283229828","2.153237283229828"
"311","2.202022649347782","2.202022649347782","2.202022649347782"
"312","2.18836959451437","2.18836959451437","2.18836959451437"
"313","2.1292541921138763","2.1292541921138763","2.1292541921138763"
"314","2.153643988072872","2.153643988072872","2.153643988072872"
"315","2.1214810609817505","2.1214810609817505","2.1214810609817505"
"316","2.163258768618107","2.163258768618107","2.163258768618107"
"317","2.156522512435913","2.156522512435913","2.156522512435913"
"318","2.1471190825104713","2.1471190825104713","2.1471190825104713"
"319","2.145890012383461","2.145890012383461","2.145890012383461"
"320","2.1576218008995056","2.1576218008995056","2.1576218008995056"
"321","2.168845012784004","2.168845012784004","2.168845012784004"
"322","2.1727375388145447","2.1727375388145447","2.1727375388145447"
"323","2.16140416264534","2.16140416264534","2.16140416264534"
"324","2.1845664978027344","2.1845664978027344","2.1845664978027344"
"325","2.1267114654183388","2.1267114654183388","2.1267114654183388"
"326","2.153943181037903","2.153943181037903","2.153943181037903"
"327","2.1470502614974976","2.1470502614974976","2.1470502614974976"
"328","2.110289439558983","2.110289439558983","2.110289439558983"
"329","2.230430945754051","2.230430945754051","2.230430945754051"
"330","2.1882570385932922","2.1882570385932922","2.1882570385932922"
"331","2.1549495831131935","2.1549495831131935","2.1549495831131935"
"332","2.1642543599009514","2.1642543599009514","2.1642543599009514"
"333","2.15430948138237","2.15430948138237","2.15430948138237"
"334","2.1519854962825775","2.1519854962825775","2.1519854962825775"
"335","2.1657228022813797","2.1657228022813797","2.1657228022813797"
"336","2.1406435519456863","2.1406435519456863","2.1406435519456863"
"337","2.1504607275128365","2.1504607275128365","2.1504607275128365"
"338","2.1330685950815678","2.1330685950815678","2.1330685950815678"
"339","2.1704728081822395","2.1704728081822395","2.1704728081822395"
"340","2.162777155637741","2.162777155637741","2.162777155637741"
"341","2.1450670696794987","2.1450670696794987","2.1450670696794987"
"342","2.211351878941059","2.211351878941059","2.211351878941059"
"343","2.1688116788864136","2.1688116788864136","2.1688116788864136"
"344","2.195323020219803","2.195323020219803","2.195323020219803"
"345","2.089069277048111","2.089069277048111","2.089069277048111"
"346","2.2393589690327644","2.2393589690327644","2.2393589690327644"
"347","2.2632418796420097","2.2632418796420097","2.2632418796420097"
"348","2.1293754875659943","2.1293754875659943","2.1293754875659943"
"349","2.1867523714900017","2.1867523714900017","2.1867523714900017"
"350","2.1935377791523933","2.1935377791523933","2.1935377791523933"
"351","2.1148673743009567","2.1148673743009567","2.1148673743009567"
"352","2.1077038645744324","2.1077038645744324","2.1077038645744324"
"353","2.11303149163723","2.11303149163723","2.11303149163723"
"354","2.1528111696243286","2.1528111696243286","2.1528111696243286"
"355","2.1220730617642403","2.1220730617642403","2.1220730617642403"
"356","2.0925985649228096","2.0925985649228096","2.0925985649228096"
"357","2.1577780842781067","2.1577780842781067","2.1577780842781067"
"358","2.094248414039612","2.094248414039612","2.094248414039612"
"359","2.188371166586876","2.188371166586876","2.188371166586876"
"360","2.1371149495244026","2.1371149495244026","2.1371149495244026"
"361","2.193744271993637","2.193744271993637","2.193744271993637"
"362","2.2155324518680573","2.2155324518680573","2.2155324518680573"
"363","2.2144202142953873","2.2144202142953873","2.2144202142953873"
"364","2.187620662152767","2.187620662152767","2.187620662152767"
"365","2.1933511197566986","2.1933511197566986","2.1933511197566986"
"366","2.221645511686802","2.221645511686802","2.221645511686802"
"367","2.176467977464199","2.176467977464199","2.176467977464199"
"368","2.1633162051439285","2.1633162051439285","2.1633162051439285"
"369","2.1048134714365005","2.1048134714365005","2.1048134714365005"
"370","2.1563426330685616","2.1563426330685616","2.1563426330685616"
"371","2.1705691665410995","2.1705691665410995","2.1705691665410995"
"372","2.1693669483065605","2.1693669483065605","2.1693669483065605"
"373","2.174877569079399","2.174877569079399","2.174877569079399"
"374","2.1950166672468185","2.1950166672468185","2.1950166672468185"
"375","2.159356966614723","2.159356966614723","2.159356966614723"
"376","2.113033249974251","2.113033249974251","2.113033249974251"
"377","2.0992467552423477","2.0992467552423477","2.0992467552423477"
"378","2.1588904708623886","2.1588904708623886","2.1588904708623886"
"379","2.2024043388664722","2.2024043388664722","2.2024043388664722"
"380","2.1689542457461357","2.1689542457461357","2.1689542457461357"
"381","2.1420194134116173","2.1420194134116173","2.1420194134116173"
"382","2.098996475338936","2.098996475338936","2.098996475338936"
"383","2.1227115839719772","2.1227115839719772","2.1227115839719772"
"384","2.1512031257152557","2.1512031257152557","2.1512031257152557"
"385","2.1843966990709305","2.1843966990709305","2.1843966990709305"
"386","2.0649999603629112","2.0649999603629112","2.0649999603629112"
"387","2.08823761343956","2.08823761343956","2.08823761343956"
"388","2.1513122394680977","2.1513122394680977","2.1513122394680977"
"389","2.166730046272278","2.166730046272278","2.166730046272278"
"390","2.168503012508154","2.168503012508154","2.168503012508154"
"391","2.1409641429781914","2.1409641429781914","2.1409641429781914"
"392","2.1432549953460693","2.1432549953460693","2.1432549953460693"
"393","2.1387035250663757","2.1387035250663757","2.1387035250663757"
"394","2.170672431588173","2.170672431588173","2.170672431588173"
"395","2.1663059145212173","2.1663059145212173","2.1663059145212173"
"396","2.142958089709282","2.142958089709282","2.142958089709282"
"397","2.140737622976303","2.140737622976303","2.140737622976303"
"398","2.1753280460834503","2.1753280460834503","2.1753280460834503"
"399","2.0936065167188644","2.0936065167188644","2.0936065167188644"
"400","2.186160169541836","2.186160169541836","2.186160169541836"
"401","2.113930445164442","2.113930445164442","2.113930445164442"
"402","2.1437277048826218","2.1437277048826218","2.1437277048826218"
"403","2.188676968216896","2.188676968216896","2.188676968216896"
"404","2.2095784842967987","2.2095784842967987","2.2095784842967987"
"405","2.132309675216675","2.132309675216675","2.132309675216675"
"406","2.16730135679245","2.16730135679245","2.16730135679245"
